0.01 FPR,0.005 FPR,0.001 FPR,0.01 FNR,0.005 FNR,0.001 FNR
0.35949,0.36626000000000003,0.36655000000000004,0.63039,0.63018,0.63189
0.43276000000000003,0.44513,0.45279,0.52007,0.53162,0.54331
0.42410000000000003,0.44384999999999997,0.46718000000000004,0.49042,0.51253,0.52784
0.38147,0.42723,0.46829,0.44061,0.47773,0.50981
0.31943999999999995,0.38580000000000003,0.46126,0.38442,0.44187,0.49495
0.24185,0.32387999999999995,0.44452,0.3061,0.38395,0.47931
